No,year,month,day,hour,pm2.5
27908,2013,3,8,19,93
27909,2013,3,8,20,95
27910,2013,3,8,21,101
27911,2013,3,8,22,97
27912,2013,3,8,23,89
27913,2013,3,9,0,87
27914,2013,3,9,1,105
27915,2013,3,9,2,114
27916,2013,3,9,3,119
27917,2013,3,9,4,128
27918,2013,3,9,5,129
27919,2013,3,9,6,122
27920,2013,3,9,7,122
27921,2013,3,9,8,124
27922,2013,3,9,9,136
27923,2013,3,9,10,141
27924,2013,3,9,11,33
27925,2013,3,9,12,42
27926,2013,3,9,13,32
27927,2013,3,9,14,40
27928,2013,3,9,15,32
27929,2013,3,9,16,19
27930,2013,3,9,17,16
27931,2013,3,9,18,13
27932,2013,3,9,19,16
27933,2013,3,9,20,12
27934,2013,3,9,21,10
27935,2013,3,9,22,18
27936,2013,3,9,23,12
27937,2013,3,10,0,12
27938,2013,3,10,1,15
27939,2013,3,10,2,18
27940,2013,3,10,3,20
27941,2013,3,10,4,18
27942,2013,3,10,5,22
27943,2013,3,10,6,27
27944,2013,3,10,7,26
27945,2013,3,10,8,27
27946,2013,3,10,9,29
27947,2013,3,10,10,27
27948,2013,3,10,11,33
27949,2013,3,10,12,32
27950,2013,3,10,13,33
27951,2013,3,10,14,35
27952,2013,3,10,15,33
27953,2013,3,10,16,37
27954,2013,3,10,17,42
27955,2013,3,10,18,59
27956,2013,3,10,19,67
27957,2013,3,10,20,80
27958,2013,3,10,21,75
27959,2013,3,10,22,87
27960,2013,3,10,23,88
27961,2013,3,11,0,81
27962,2013,3,11,1,106
27963,2013,3,11,2,103
27964,2013,3,11,3,118
27965,2013,3,11,4,111
27966,2013,3,11,5,110
27967,2013,3,11,6,102
27968,2013,3,11,7,94
27969,2013,3,11,8,105
27970,2013,3,11,9,122
27971,2013,3,11,10,155
27972,2013,3,11,11,150
27973,2013,3,11,12,156
27974,2013,3,11,13,134
27975,2013,3,11,14,114
27976,2013,3,11,15,114
27977,2013,3,11,16,120
27978,2013,3,11,17,153
27979,2013,3,11,18,148
27980,2013,3,11,19,162
27981,2013,3,11,20,164
27982,2013,3,11,21,158
27983,2013,3,11,22,117
27984,2013,3,11,23,108
27985,2013,3,12,0,114
27986,2013,3,12,1,135
27987,2013,3,12,2,131
27988,2013,3,12,3,135
27989,2013,3,12,4,137
27990,2013,3,12,5,150
27991,2013,3,12,6,153
27992,2013,3,12,7,145
27993,2013,3,12,8,127
27994,2013,3,12,9,130
27995,2013,3,12,10,161
27996,2013,3,12,11,164
27997,2013,3,12,12,167
27998,2013,3,12,13,148
27999,2013,3,12,14,153
28000,2013,3,12,15,147
28001,2013,3,12,16,150
28002,2013,3,12,17,152
28003,2013,3,12,18,164
28004,2013,3,12,19,159
28005,2013,3,12,20,176
28006,2013,3,12,21,174
28007,2013,3,12,22,194
28008,2013,3,12,23,114
28009,2013,3,13,0,67
28010,2013,3,13,1,23
28011,2013,3,13,2,13
28012,2013,3,13,3,10
28013,2013,3,13,4,11
28014,2013,3,13,5,17
28015,2013,3,13,6,14
28016,2013,3,13,7,16
28017,2013,3,13,8,15
28018,2013,3,13,9,16
28019,2013,3,13,10,16
28020,2013,3,13,11,17
28021,2013,3,13,12,13
28022,2013,3,13,13,10
28023,2013,3,13,14,14
28024,2013,3,13,15,12
28025,2013,3,13,16,15
28026,2013,3,13,17,16
28027,2013,3,13,18,23
28028,2013,3,13,19,37
28029,2013,3,13,20,38
28030,2013,3,13,21,30
28031,2013,3,13,22,34
28032,2013,3,13,23,48
28033,2013,3,14,0,71
28034,2013,3,14,1,82
28035,2013,3,14,2,77
28036,2013,3,14,3,83
28037,2013,3,14,4,92
28038,2013,3,14,5,84
28039,2013,3,14,6,84
28040,2013,3,14,7,75
28041,2013,3,14,8,88
28042,2013,3,14,9,92
28043,2013,3,14,10,92
28044,2013,3,14,11,112
28046,2013,3,14,13,124
28047,2013,3,14,14,122
28048,2013,3,14,15,109
28049,2013,3,14,16,111
28050,2013,3,14,17,121
28051,2013,3,14,18,128
28052,2013,3,14,19,127
28053,2013,3,14,20,126
28054,2013,3,14,21,136
28055,2013,3,14,22,165
28056,2013,3,14,23,182
28057,2013,3,15,0,182
28058,2013,3,15,1,195
28059,2013,3,15,2,205
28060,2013,3,15,3,217
28061,2013,3,15,4,226
28062,2013,3,15,5,220
28063,2013,3,15,6,197
28064,2013,3,15,7,187
28065,2013,3,15,8,174
28066,2013,3,15,9,181
28067,2013,3,15,10,192
28068,2013,3,15,11,216
28069,2013,3,15,12,247
28070,2013,3,15,13,254
28071,2013,3,15,14,271
28072,2013,3,15,15,302
28073,2013,3,15,16,294
28074,2013,3,15,17,280
28075,2013,3,15,18,294
28076,2013,3,15,19,302
28077,2013,3,15,20,324
28078,2013,3,15,21,315
28079,2013,3,15,22,328
28080,2013,3,15,23,355
28081,2013,3,16,0,405
28082,2013,3,16,1,347
28083,2013,3,16,2,346
28084,2013,3,16,3,342
28085,2013,3,16,4,327
28086,2013,3,16,5,332
28087,2013,3,16,6,328
28089,2013,3,16,8,325
28090,2013,3,16,9,315
28091,2013,3,16,10,295
28092,2013,3,16,11,239
28093,2013,3,16,12,212
28094,2013,3,16,13,214
28095,2013,3,16,14,215
28096,2013,3,16,15,208
28097,2013,3,16,16,229
28098,2013,3,16,17,235
28099,2013,3,16,18,199
28100,2013,3,16,19,251
28101,2013,3,16,20,280
28102,2013,3,16,21,250
28103,2013,3,16,22,205
28104,2013,3,16,23,202
28105,2013,3,17,0,204
28106,2013,3,17,1,216
28107,2013,3,17,2,221
28108,2013,3,17,3,227
28109,2013,3,17,4,235
28110,2013,3,17,5,236
28111,2013,3,17,6,232
28112,2013,3,17,7,241
28113,2013,3,17,8,258
28114,2013,3,17,9,273
28115,2013,3,17,10,287
28116,2013,3,17,11,316
28117,2013,3,17,12,337
28118,2013,3,17,13,359
28119,2013,3,17,14,394
28120,2013,3,17,15,393
28121,2013,3,17,16,402
28122,2013,3,17,17,400
28123,2013,3,17,18,422
28124,2013,3,17,19,429
28125,2013,3,17,20,480
28126,2013,3,17,21,512
28127,2013,3,17,22,541
28128,2013,3,17,23,522
28129,2013,3,18,0,498
28130,2013,3,18,1,517
28131,2013,3,18,2,246
28132,2013,3,18,3,39
28133,2013,3,18,4,14
28134,2013,3,18,5,15
28135,2013,3,18,6,10
28136,2013,3,18,7,13
28137,2013,3,18,8,9
28138,2013,3,18,9,13
28139,2013,3,18,10,10
28140,2013,3,18,11,7
28141,2013,3,18,12,6
28142,2013,3,18,13,9
28143,2013,3,18,14,10
28144,2013,3,18,15,19
28145,2013,3,18,16,14
28146,2013,3,18,17,22
28147,2013,3,18,18,25
28148,2013,3,18,19,87
28149,2013,3,18,20,49
28150,2013,3,18,21,36
28151,2013,3,18,22,30
28152,2013,3,18,23,35
28153,2013,3,19,0,30
28154,2013,3,19,1,33
28155,2013,3,19,2,34
28156,2013,3,19,3,36
28157,2013,3,19,4,25
28158,2013,3,19,5,23
28159,2013,3,19,6,22
28160,2013,3,19,7,34
28161,2013,3,19,8,34
28162,2013,3,19,9,48
28163,2013,3,19,10,59
28164,2013,3,19,11,68
28165,2013,3,19,12,69
28166,2013,3,19,13,69
28167,2013,3,19,14,69
28168,2013,3,19,15,72
28169,2013,3,19,16,63
28170,2013,3,19,17,57
28171,2013,3,19,18,41
28172,2013,3,19,19,60
28173,2013,3,19,20,69
28174,2013,3,19,21,100
28175,2013,3,19,22,105
28176,2013,3,19,23,83
28177,2013,3,20,0,75
28178,2013,3,20,1,62
28179,2013,3,20,2,53
28180,2013,3,20,3,54
28181,2013,3,20,4,45
28182,2013,3,20,5,29
28183,2013,3,20,6,28
28184,2013,3,20,7,36
28185,2013,3,20,8,39
28186,2013,3,20,9,48
28187,2013,3,20,10,63
28188,2013,3,20,11,56
28189,2013,3,20,12,56
28190,2013,3,20,13,65
28191,2013,3,20,14,49
28192,2013,3,20,15,53
28193,2013,3,20,16,53
28194,2013,3,20,17,63
28195,2013,3,20,18,70
28196,2013,3,20,19,91
28197,2013,3,20,20,97
28198,2013,3,20,21,102
28199,2013,3,20,22,109
28200,2013,3,20,23,119
28201,2013,3,21,0,118
28202,2013,3,21,1,114
28203,2013,3,21,2,98
28204,2013,3,21,3,91
28205,2013,3,21,4,94
28206,2013,3,21,5,97
28207,2013,3,21,6,108
28208,2013,3,21,7,107
28209,2013,3,21,8,104
28210,2013,3,21,9,105
28211,2013,3,21,10,123
28212,2013,3,21,11,148
28213,2013,3,21,12,164
28214,2013,3,21,13,173
28215,2013,3,21,14,172
28216,2013,3,21,15,183
28217,2013,3,21,16,192
28218,2013,3,21,17,198
28219,2013,3,21,18,210
28220,2013,3,21,19,224
28221,2013,3,21,20,224
28222,2013,3,21,21,224
28223,2013,3,21,22,211
28224,2013,3,21,23,210
28225,2013,3,22,0,209
28226,2013,3,22,1,166
28227,2013,3,22,2,125
28228,2013,3,22,3,94
28229,2013,3,22,4,51
28230,2013,3,22,5,58
28231,2013,3,22,6,51
28232,2013,3,22,7,17
28233,2013,3,22,8,14
28234,2013,3,22,9,18
28235,2013,3,22,10,17
28236,2013,3,22,11,66
28237,2013,3,22,12,63
28238,2013,3,22,13,62
28239,2013,3,22,14,73
28240,2013,3,22,15,76
28241,2013,3,22,16,62
28242,2013,3,22,17,74
28243,2013,3,22,18,82
28244,2013,3,22,19,74
28245,2013,3,22,20,69
28246,2013,3,22,21,63
28247,2013,3,22,22,61
28248,2013,3,22,23,58
28249,2013,3,23,0,54
28250,2013,3,23,1,50
28251,2013,3,23,2,51
28252,2013,3,23,3,51
28253,2013,3,23,4,51
28254,2013,3,23,5,52
28255,2013,3,23,6,56
28256,2013,3,23,7,60
28257,2013,3,23,8,76
28258,2013,3,23,9,97
28259,2013,3,23,10,86
28260,2013,3,23,11,88
28261,2013,3,23,12,91
28262,2013,3,23,13,90
28263,2013,3,23,14,96
28264,2013,3,23,15,94
28265,2013,3,23,16,86
28266,2013,3,23,17,71
28267,2013,3,23,18,18
28268,2013,3,23,19,15
28269,2013,3,23,20,11
28270,2013,3,23,21,12
28271,2013,3,23,22,8
28272,2013,3,23,23,5
28273,2013,3,24,0,9
28274,2013,3,24,1,10
28275,2013,3,24,2,9
28276,2013,3,24,3,11
28277,2013,3,24,4,9
28278,2013,3,24,5,11
28279,2013,3,24,6,13
28280,2013,3,24,7,18
28281,2013,3,24,8,18
28282,2013,3,24,9,11
28283,2013,3,24,10,12
28284,2013,3,24,11,12
28285,2013,3,24,12,11
28286,2013,3,24,13,15
28287,2013,3,24,14,13
28288,2013,3,24,15,12
28289,2013,3,24,16,12
28290,2013,3,24,17,15
28291,2013,3,24,18,21
28292,2013,3,24,19,32
28293,2013,3,24,20,50
28294,2013,3,24,21,60
28295,2013,3,24,22,56
28296,2013,3,24,23,58
28297,2013,3,25,0,71
28298,2013,3,25,1,91
28299,2013,3,25,2,88
28300,2013,3,25,3,90
28301,2013,3,25,4,74
28302,2013,3,25,5,86
28303,2013,3,25,6,103
28304,2013,3,25,7,119
28305,2013,3,25,8,121
28306,2013,3,25,9,137
28307,2013,3,25,10,126
28308,2013,3,25,11,112
28310,2013,3,25,13,137
28311,2013,3,25,14,129
28312,2013,3,25,15,137
28313,2013,3,25,16,123
28314,2013,3,25,17,115
28315,2013,3,25,18,117
28316,2013,3,25,19,135
28317,2013,3,25,20,150
28318,2013,3,25,21,127
28319,2013,3,25,22,102
28320,2013,3,25,23,97
28321,2013,3,26,0,98
28322,2013,3,26,1,110
28323,2013,3,26,2,128
28324,2013,3,26,3,153
28325,2013,3,26,4,174
28326,2013,3,26,5,187
28327,2013,3,26,6,188
28328,2013,3,26,7,196
28329,2013,3,26,8,196
28330,2013,3,26,9,205
28331,2013,3,26,10,217
28332,2013,3,26,11,229
28333,2013,3,26,12,240
28334,2013,3,26,13,231
28335,2013,3,26,14,211
28336,2013,3,26,15,210
28337,2013,3,26,16,219
28338,2013,3,26,17,210
28339,2013,3,26,18,223
28340,2013,3,26,19,220
28341,2013,3,26,20,223
28342,2013,3,26,21,234
28343,2013,3,26,22,231
28344,2013,3,26,23,154
28345,2013,3,27,0,128
28346,2013,3,27,1,132
28347,2013,3,27,2,134
28348,2013,3,27,3,135
28349,2013,3,27,4,134
28350,2013,3,27,5,139
28351,2013,3,27,6,171
28352,2013,3,27,7,204
28353,2013,3,27,8,183
28354,2013,3,27,9,179
28355,2013,3,27,10,192
28356,2013,3,27,11,194
28357,2013,3,27,12,156
28358,2013,3,27,13,84
28359,2013,3,27,14,21
28360,2013,3,27,15,16
28361,2013,3,27,16,15
28362,2013,3,27,17,17
28363,2013,3,27,18,26
28364,2013,3,27,19,16
28365,2013,3,27,20,15
28366,2013,3,27,21,15
28367,2013,3,27,22,16
28368,2013,3,27,23,15
28369,2013,3,28,0,16
28370,2013,3,28,1,8
28371,2013,3,28,2,8
28372,2013,3,28,3,7
28373,2013,3,28,4,8
28374,2013,3,28,5,16
28375,2013,3,28,6,17
28376,2013,3,28,7,25
28377,2013,3,28,8,17
28378,2013,3,28,9,13
28379,2013,3,28,10,19
28380,2013,3,28,11,18
28381,2013,3,28,12,15
28382,2013,3,28,13,21
28383,2013,3,28,14,11
28384,2013,3,28,15,21
28385,2013,3,28,16,20
28386,2013,3,28,17,22
28387,2013,3,28,18,17
28388,2013,3,28,19,60
28389,2013,3,28,20,97
28390,2013,3,28,21,120
28391,2013,3,28,22,111
28392,2013,3,28,23,109
28393,2013,3,29,0,110
28394,2013,3,29,1,93
28395,2013,3,29,2,103
28396,2013,3,29,3,100
28397,2013,3,29,4,110
28398,2013,3,29,5,100
28399,2013,3,29,6,93
28400,2013,3,29,7,97
28401,2013,3,29,8,116
28402,2013,3,29,9,127
28403,2013,3,29,10,117
28404,2013,3,29,11,90
28405,2013,3,29,12,78
28406,2013,3,29,13,119
28407,2013,3,29,14,121
28408,2013,3,29,15,108
28409,2013,3,29,16,93
28410,2013,3,29,17,97
28411,2013,3,29,18,100
28412,2013,3,29,19,101
28413,2013,3,29,20,80
28414,2013,3,29,21,75
28415,2013,3,29,22,58
28416,2013,3,29,23,66
28417,2013,3,30,0,60
28418,2013,3,30,1,72
28419,2013,3,30,2,75
28420,2013,3,30,3,82
28421,2013,3,30,4,85
28422,2013,3,30,5,82
28423,2013,3,30,6,81
28424,2013,3,30,7,84
28425,2013,3,30,8,90
28426,2013,3,30,9,93
28427,2013,3,30,10,100
28428,2013,3,30,11,122
28429,2013,3,30,12,90
28430,2013,3,30,13,97
28431,2013,3,30,14,116
28432,2013,3,30,15,110
28433,2013,3,30,16,98
28434,2013,3,30,17,104
28435,2013,3,30,18,85
28436,2013,3,30,19,91
28437,2013,3,30,20,98
28438,2013,3,30,21,107
28439,2013,3,30,22,100
28440,2013,3,30,23,101
28441,2013,3,31,0,107
28442,2013,3,31,1,105
28443,2013,3,31,2,106
28444,2013,3,31,3,109
28445,2013,3,31,4,130
28446,2013,3,31,5,131
28447,2013,3,31,6,140
28448,2013,3,31,7,141
28449,2013,3,31,8,155
28450,2013,3,31,9,174
28451,2013,3,31,10,193
28452,2013,3,31,11,203
28453,2013,3,31,12,230
28454,2013,3,31,13,227
28455,2013,3,31,14,251
28456,2013,3,31,15,248
28457,2013,3,31,16,243
28458,2013,3,31,17,253
28459,2013,3,31,18,258
28460,2013,3,31,19,254
28461,2013,3,31,20,259
28462,2013,3,31,21,256
28463,2013,3,31,22,255
28464,2013,3,31,23,246
28465,2013,4,1,0,244
28466,2013,4,1,1,259
28467,2013,4,1,2,244
28468,2013,4,1,3,256
28469,2013,4,1,4,250
28470,2013,4,1,5,245
28471,2013,4,1,6,247
28472,2013,4,1,7,247
28473,2013,4,1,8,158
28474,2013,4,1,9,18
28475,2013,4,1,10,15
28476,2013,4,1,11,15
28477,2013,4,1,12,29
28478,2013,4,1,13,39
28479,2013,4,1,14,37
28480,2013,4,1,15,39
28481,2013,4,1,16,41
28482,2013,4,1,17,38
28483,2013,4,1,18,31
28484,2013,4,1,19,29
28485,2013,4,1,20,20
28486,2013,4,1,21,19
28487,2013,4,1,22,7
28488,2013,4,1,23,7
28489,2013,4,2,0,6
28490,2013,4,2,1,13
28491,2013,4,2,2,20
28492,2013,4,2,3,49
28493,2013,4,2,4,64
28494,2013,4,2,5,96
28495,2013,4,2,6,122
28496,2013,4,2,7,133
28498,2013,4,2,9,175
28499,2013,4,2,10,176
28500,2013,4,2,11,164
28501,2013,4,2,12,169
28502,2013,4,2,13,155
28503,2013,4,2,14,144
28504,2013,4,2,15,119
28505,2013,4,2,16,113
28506,2013,4,2,17,130
28507,2013,4,2,18,123
28508,2013,4,2,19,108
28509,2013,4,2,20,112
28510,2013,4,2,21,111
28511,2013,4,2,22,122
28512,2013,4,2,23,130
28513,2013,4,3,0,138
28514,2013,4,3,1,149
28515,2013,4,3,2,153
28516,2013,4,3,3,184
28517,2013,4,3,4,179
28518,2013,4,3,5,183
28519,2013,4,3,6,194
28520,2013,4,3,7,184
28521,2013,4,3,8,153
28522,2013,4,3,9,150
28523,2013,4,3,10,126
28524,2013,4,3,11,156
28525,2013,4,3,12,156
28526,2013,4,3,13,178
28527,2013,4,3,14,243
28528,2013,4,3,15,122
28529,2013,4,3,16,100
28530,2013,4,3,17,73
28531,2013,4,3,18,60
28532,2013,4,3,19,46
28533,2013,4,3,20,33
28534,2013,4,3,21,32
28535,2013,4,3,22,34
28536,2013,4,3,23,37
28537,2013,4,4,0,38
28538,2013,4,4,1,38
28539,2013,4,4,2,47
28540,2013,4,4,3,61
28541,2013,4,4,4,48
28542,2013,4,4,5,47
28543,2013,4,4,6,56
28544,2013,4,4,7,72
28545,2013,4,4,8,89
28546,2013,4,4,9,92
28547,2013,4,4,10,83
28548,2013,4,4,11,87
28549,2013,4,4,12,89
28550,2013,4,4,13,100
28551,2013,4,4,14,107
28552,2013,4,4,15,98
28553,2013,4,4,16,78
28554,2013,4,4,17,83
28555,2013,4,4,18,84
28556,2013,4,4,19,91
28557,2013,4,4,20,99
28558,2013,4,4,21,99
28559,2013,4,4,22,111
28560,2013,4,4,23,118
28561,2013,4,5,0,122
28562,2013,4,5,1,117
28563,2013,4,5,2,113
28564,2013,4,5,3,108
28565,2013,4,5,4,110
28566,2013,4,5,5,121
28567,2013,4,5,6,122
28568,2013,4,5,7,116
28569,2013,4,5,8,106
28570,2013,4,5,9,107
28571,2013,4,5,10,111
28572,2013,4,5,11,122
28573,2013,4,5,12,88
28574,2013,4,5,13,24
28575,2013,4,5,14,9
28576,2013,4,5,15,12
28577,2013,4,5,16,15
28578,2013,4,5,17,11
28579,2013,4,5,18,11
28580,2013,4,5,19,9
28581,2013,4,5,20,10
28582,2013,4,5,21,9
28583,2013,4,5,22,8
28584,2013,4,5,23,9
28585,2013,4,6,0,8
28586,2013,4,6,1,7
28587,2013,4,6,2,6
28588,2013,4,6,3,6
28589,2013,4,6,4,6
28590,2013,4,6,5,5
28591,2013,4,6,6,12
28592,2013,4,6,7,9
28593,2013,4,6,8,17
28594,2013,4,6,9,11
28595,2013,4,6,10,16
28596,2013,4,6,11,13
28597,2013,4,6,12,10
28598,2013,4,6,13,12
28599,2013,4,6,14,10
28600,2013,4,6,15,15
28601,2013,4,6,16,11
28602,2013,4,6,17,13
28603,2013,4,6,18,11
28604,2013,4,6,19,14
28605,2013,4,6,20,24
28606,2013,4,6,21,33
28607,2013,4,6,22,34
28608,2013,4,6,23,32
28609,2013,4,7,0,36
28610,2013,4,7,1,43
28611,2013,4,7,2,55
28612,2013,4,7,3,57
28613,2013,4,7,4,57
28614,2013,4,7,5,59
28615,2013,4,7,6,104
28616,2013,4,7,7,90
28617,2013,4,7,8,69
28618,2013,4,7,9,67
28619,2013,4,7,10,63
28620,2013,4,7,11,71
28621,2013,4,7,12,77
28622,2013,4,7,13,80
28623,2013,4,7,14,89
28624,2013,4,7,15,106
28625,2013,4,7,16,114
28626,2013,4,7,17,126
28627,2013,4,7,18,97
28628,2013,4,7,19,83
28629,2013,4,7,20,97
28630,2013,4,7,21,90
28631,2013,4,7,22,93
28632,2013,4,7,23,78
28633,2013,4,8,0,54
28634,2013,4,8,1,59
28635,2013,4,8,2,44
28636,2013,4,8,3,22
28637,2013,4,8,4,27
28638,2013,4,8,5,33
28639,2013,4,8,6,29
28640,2013,4,8,7,13
28641,2013,4,8,8,15
28642,2013,4,8,9,17
28643,2013,4,8,10,16
28644,2013,4,8,11,14
28645,2013,4,8,12,14
28646,2013,4,8,13,12
28647,2013,4,8,14,17
28648,2013,4,8,15,13
28649,2013,4,8,16,12
28650,2013,4,8,17,17
28651,2013,4,8,18,12
28652,2013,4,8,19,16
28653,2013,4,8,20,10
28654,2013,4,8,21,15
28655,2013,4,8,22,11
28656,2013,4,8,23,13
28657,2013,4,9,0,12
28658,2013,4,9,1,10
28659,2013,4,9,2,8
28660,2013,4,9,3,6
28661,2013,4,9,4,8
28662,2013,4,9,5,8
28663,2013,4,9,6,9
28664,2013,4,9,7,9
28665,2013,4,9,8,11
28666,2013,4,9,9,10
28667,2013,4,9,10,12
28668,2013,4,9,11,13
28669,2013,4,9,12,13
28670,2013,4,9,13,14
28671,2013,4,9,14,14
28672,2013,4,9,15,14
28673,2013,4,9,16,11
28674,2013,4,9,17,11
28675,2013,4,9,18,12
28676,2013,4,9,19,13
28677,2013,4,9,20,14
28678,2013,4,9,21,22
28679,2013,4,9,22,11
28680,2013,4,9,23,11
28681,2013,4,10,0,10
28682,2013,4,10,1,10
28683,2013,4,10,2,11
28684,2013,4,10,3,9
28685,2013,4,10,4,11
28686,2013,4,10,5,8
28687,2013,4,10,6,9
28688,2013,4,10,7,11
28689,2013,4,10,8,8
28690,2013,4,10,9,12
28691,2013,4,10,10,12
28692,2013,4,10,11,12
28693,2013,4,10,12,10
28694,2013,4,10,13,10
28695,2013,4,10,14,14
28696,2013,4,10,15,17
28697,2013,4,10,16,10
28698,2013,4,10,17,7
28699,2013,4,10,18,6
28700,2013,4,10,19,10
28701,2013,4,10,20,17
28702,2013,4,10,21,17
28703,2013,4,10,22,21
28704,2013,4,10,23,26
28705,2013,4,11,0,21
28706,2013,4,11,1,27
28707,2013,4,11,2,29
28708,2013,4,11,3,41
28709,2013,4,11,4,16
28710,2013,4,11,5,15
28711,2013,4,11,6,13
28712,2013,4,11,7,19
28713,2013,4,11,8,19
28714,2013,4,11,9,18
28716,2013,4,11,11,10
28717,2013,4,11,12,13
28718,2013,4,11,13,12
28719,2013,4,11,14,14
28720,2013,4,11,15,9
28721,2013,4,11,16,8
28722,2013,4,11,17,6
28723,2013,4,11,18,6
28724,2013,4,11,19,5
28725,2013,4,11,20,11
28726,2013,4,11,21,22
28727,2013,4,11,22,41
28728,2013,4,11,23,49
28729,2013,4,12,0,32
28730,2013,4,12,1,38
28731,2013,4,12,2,41
28732,2013,4,12,3,35
28733,2013,4,12,4,42
28734,2013,4,12,5,55
28735,2013,4,12,6,62
28736,2013,4,12,7,66
28737,2013,4,12,8,64
28738,2013,4,12,9,53
28739,2013,4,12,10,62
28740,2013,4,12,11,53
28741,2013,4,12,12,50
28742,2013,4,12,13,62
28743,2013,4,12,14,74
28744,2013,4,12,15,41
28745,2013,4,12,16,29
28746,2013,4,12,17,45
28747,2013,4,12,18,54
28748,2013,4,12,19,52
28749,2013,4,12,20,51
28750,2013,4,12,21,47
28751,2013,4,12,22,52
28752,2013,4,12,23,54
28753,2013,4,13,0,59
28754,2013,4,13,1,57
28755,2013,4,13,2,65
28756,2013,4,13,3,91
28757,2013,4,13,4,100
28758,2013,4,13,5,109
28759,2013,4,13,6,101
28760,2013,4,13,7,111
28761,2013,4,13,8,101
28762,2013,4,13,9,110
28763,2013,4,13,10,117
28764,2013,4,13,11,132
28765,2013,4,13,12,117
28766,2013,4,13,13,75
28767,2013,4,13,14,25
28768,2013,4,13,15,14
28769,2013,4,13,16,16
28770,2013,4,13,17,13
28771,2013,4,13,18,10
28772,2013,4,13,19,10
28773,2013,4,13,20,8
28774,2013,4,13,21,10
28775,2013,4,13,22,10
28776,2013,4,13,23,12
28777,2013,4,14,0,8
28778,2013,4,14,1,6
28779,2013,4,14,2,5
28780,2013,4,14,3,6
28781,2013,4,14,4,7
28782,2013,4,14,5,6
28783,2013,4,14,6,4
28784,2013,4,14,7,6
28785,2013,4,14,8,9
28786,2013,4,14,9,7
28787,2013,4,14,10,10
28788,2013,4,14,11,34
28789,2013,4,14,12,59
28790,2013,4,14,13,53
28791,2013,4,14,14,45
28792,2013,4,14,15,38
28793,2013,4,14,16,39
28794,2013,4,14,17,45
28795,2013,4,14,18,42
28796,2013,4,14,19,43
28797,2013,4,14,20,50
28798,2013,4,14,21,48
28799,2013,4,14,22,56
28800,2013,4,14,23,63
28801,2013,4,15,0,59
28802,2013,4,15,1,53
28803,2013,4,15,2,42
28804,2013,4,15,3,44
28805,2013,4,15,4,50
28806,2013,4,15,5,65
28807,2013,4,15,6,70
28808,2013,4,15,7,73
28809,2013,4,15,8,71
28810,2013,4,15,9,62
28811,2013,4,15,10,73
28812,2013,4,15,11,73
28813,2013,4,15,12,78
28814,2013,4,15,13,79
28815,2013,4,15,14,79
28816,2013,4,15,15,89
28817,2013,4,15,16,99
28819,2013,4,15,18,102
28820,2013,4,15,19,81
28821,2013,4,15,20,69
28822,2013,4,15,21,64
28823,2013,4,15,22,55
28824,2013,4,15,23,53
28825,2013,4,16,0,50
28826,2013,4,16,1,57
28827,2013,4,16,2,53
28828,2013,4,16,3,63
28829,2013,4,16,4,64
28830,2013,4,16,5,61
28831,2013,4,16,6,63
28832,2013,4,16,7,58
28833,2013,4,16,8,74
28834,2013,4,16,9,70
28835,2013,4,16,10,80
28837,2013,4,16,12,70
28838,2013,4,16,13,57
28839,2013,4,16,14,39
28840,2013,4,16,15,36
28841,2013,4,16,16,28
28843,2013,4,16,18,27
28844,2013,4,16,19,62
28845,2013,4,16,20,96
28846,2013,4,16,21,81
28847,2013,4,16,22,78
28848,2013,4,16,23,75
28849,2013,4,17,0,57
28850,2013,4,17,1,48
28851,2013,4,17,2,52
28852,2013,4,17,3,47
28853,2013,4,17,4,37
28854,2013,4,17,5,27
28855,2013,4,17,6,28
28856,2013,4,17,7,34
28857,2013,4,17,8,45
28858,2013,4,17,9,51
28859,2013,4,17,10,49
28860,2013,4,17,11,32
28861,2013,4,17,12,41
28862,2013,4,17,13,46
28863,2013,4,17,14,55
28864,2013,4,17,15,63
28865,2013,4,17,16,72
28866,2013,4,17,17,68
28867,2013,4,17,18,60
28868,2013,4,17,19,55
28869,2013,4,17,20,49
28870,2013,4,17,21,43
28871,2013,4,17,22,44
28872,2013,4,17,23,46
28873,2013,4,18,0,39
28874,2013,4,18,1,10
28875,2013,4,18,2,13
28876,2013,4,18,3,9
28877,2013,4,18,4,6
28878,2013,4,18,5,8
28879,2013,4,18,6,10
28880,2013,4,18,7,8
28881,2013,4,18,8,9
28882,2013,4,18,9,9
28883,2013,4,18,10,7
28884,2013,4,18,11,8
28885,2013,4,18,12,6
28886,2013,4,18,13,6
28887,2013,4,18,14,4
28888,2013,4,18,15,7
28889,2013,4,18,16,6
28890,2013,4,18,17,7
28891,2013,4,18,18,9
28892,2013,4,18,19,8
28893,2013,4,18,20,16
28894,2013,4,18,21,25
28895,2013,4,18,22,28
28896,2013,4,18,23,23
28897,2013,4,19,0,41
28898,2013,4,19,1,41
28899,2013,4,19,2,56
28900,2013,4,19,3,72
28901,2013,4,19,4,63
28902,2013,4,19,5,65
28903,2013,4,19,6,56
28904,2013,4,19,7,60
28905,2013,4,19,8,51
28906,2013,4,19,9,43
28907,2013,4,19,10,41
28908,2013,4,19,11,43
28909,2013,4,19,12,28
28910,2013,4,19,13,35
28911,2013,4,19,14,40
28912,2013,4,19,15,41
28913,2013,4,19,16,59
